text,label
Laking insulto kay mar roxas na after ma dq si poe at mag self destruct si duterte ay ayaw pa rin ng masa sa kanya at mas gusto pa si binay.,0
Hi @gretchenho. Our new 2016 government to start the MINDANAO DEVELOPMENT PLAN of #PHVotePOE ASAP! @bayanmo @ABSCBNNews #KwentuhangHalalan,0
Guanzon on alleged 'closeness' with Roxas: 'We're not textmates' https://t.co/bRq486Lxd8 @commrguanzon @MARoxas @COMELEC @SenGracePOE,0
"No matter where life takes you, don’t forget where you came from#OnlyBinayInMakatiSanKaPaAng Pagbabalik Binay In Makati",0
Trillanes: Binay’s plunder case involves about P15-20 billion https://t.co/mvy1p42GBM,0
"Unless nagbago ang pulso ng tao nitong mga nakalipas na araw. Pero hindi eh. Kahit sa mga kanto, usapan Duterte vs Poe. Kiber sila kay Mar",0
Binay is going to win. I'm not saying I'm pro-Binay but he is gonna win.,0
 #PSYHappyBirthdayAngelo love #PushAwardsKathNiels,0
@krisberry23 who's her bet ba? wag naman sanang binay or roxas ??,0
Mar roxas https://t.co/VxDofACrtt,0
Supreme Court upholds CA decision on Junjun Binay's case - CNN https://t.co/myPHym9tJ6,0
BINAY is not standing there for debate and make points. I think he is standing there to JUST campaign. #PiliPinasDebates2016,0
Sobrang shady ni Binay dun sa 1v1 nila ni Mar.,0
leadership is an action not position so we need  a president  who can implement what she  promise very well #PHVotePOE,0
"Bobotohin ko na nga si Binay para may taga laba, plantsa at may mamalengke para sa akin.",0
Di ko alam kung Duterte nga ba o Binay. Shhh.........,0
Ayaw pa talagang mag concede ni Binay ah! Parang may pinaglalaban hahahaha #Halalan2016,0
@ReinPH @iamDuterte itong si Miriam kasi parang laila dilim + Duterte na kaya mas gusto ko manalo si miriam tsaka ang tagal niya na,0
Walang budget sa additional 2k SSS pension kasi ginagamit ni mar roxas pangbayad sa mga campaign ads niya ??,0
yan ang EXO,0
"Daming POLLS pero ayaw isama si Binay, di ba talaga pwedeng isama sa apat na choices? #VoteMaineFPP #KCA",0
Kahit manalo pa si Duterte ... Kay Mar Roxas parin ako ...,0
POEjuangco https://t.co/LJpPIiQdyb,0
"Timeline: Mar Roxas’ Call for Unity, Grace Poe’s Rejection https://t.co/BDQqHrWolV https://t.co/0GR0ivDNmi",0
Patama Poe. Binay hits Poe: 'I never abandoned my country.' Read: https://t.co/e5ay5djIfV @rapplerdotcom #PHvote https://t.co/YH2aGQnBUI,0
K…,0
"Sama-sama, halina't magkaisaSa tuwid na daan hindi ka mag-iisa.                                        #RoxasRobredo na!",0
Mercado: Huwag kayo matakot na kapag nawala ang mga Binay ay mawawala ang mga serbisyo niyo. | @mbrizuelaINQ #VotePH2016,0
I call for unity. I call for decency. I call for democracy! -Mar Roxas #iSaluteMarRoxas,0
"""Di ko function yan."" ~Binay https://t.co/XbYFzqlS3M",0
"Mar Roxas, dalhin muna dito si DJ sa ROXAS CITY!!! LOVEYOU",0
‘Pasay boy’ Binay gets sentimental on b-day - Read: https://t.co/qp9U8cHc5H #BeFullyInformed https://t.co/8gzKoMiB3M,0
sorry but #Duterte and #Poe did not answer the 1st question properly. #PiliPinasDebates2016 #PresidentialDebate2016,0
"RT @keileesi: may nag-compare sa R4E kay binay in terms of triumphs at dahil ""maraming nagawa"" but not necessarily ""good"" dawk a t o lp …",0
Please vote Mar Roxas for traffic enforcer ??????,0
"I think it's between Duterte and Miriam, but Roxas? Really?",0
"Dating DILG Secretary Ronaldo Puno, itinuturong nasa likod ng pagbangon muli ni Vice President at Una Presidential Bet Jejomar Binay …",0
Binay tarp draws criticism https://t.co/KAcg1WvA52 | via Cebu Daily News,0
 https://t.co/9tCR9Xk5WK,0
@MigsMatabuena mar roxas tayo! HAHAHAHAHAHAHAHA,0
Mar Roxas minus the ‘razzle dazzle’ https://t.co/ZUIJjA53XB,0
the anti-duterte tv ad is a future classic,0
Candidate Number 1: Jejomar Binay (Philippine Presidentiables 2016 Series) Part 1 of 3 @philstarstyle https://t.co/Wby7OESDGR via @sharethis,0
.@Kuya_duterte Sabihan mo 'yang si Pareng Binay na 'wag magvivideo kung madilim. Mahirap na ??,0
"Please Lord, if its not Duterte, make it to Miriam!Never to Roxas. ?? #DU30FTW  #Election2016",0
"Binay vows to champion one town, one product program of DTI #PHvote",0
"Binay eats lunch at MOA food court, more selfies after @manila_bulletin https://t.co/x6X3BI84ck",0
Saludo ako sayo. Binay. ??????????,0
"Binay: Without logistical system to support SMEs, wealth became more concentrated, poverty deepened.#PHvote",0
"Enrile said that even though there are many allegations against Binay, his candidacy remains strong. #PoliticsPH",0
yung paglapit ni Binay sa audience parang yung mga naglalakong tindero sa kalsada di mo naman kailangan ng product nya #PiliPinasDebates2016,0
MAR ROXAS SURRENDERS THREE DAYS AHEAD OF THE BATTLE and DIALS GRACE POE FOR HELP! There goes… https://t.co/IPvL7XQ0MX,0
@Markksanity huh? Si binay naninira ng pagkakaibigan? Ahahaha!,0
"His pal shot dead, Binay vows some serious crimefighting; to name Honasan anti-crime czar https://t.co/MqkGlWr5AC https://t.co/sEoZgsMI8Z",0
"Tulong ni Binay, may nakatatak na 'Binay' https://t.co/J2JWhYIe4r",0
"#RoxasRobredo Walang drama, totoong mga Pilipino sa isip, sa salita at sa gawa. Di tayo pagnanakawan.",0
"Duterte - 127,829Mar - 93,363Poe - 78,742Binay - 54,269Miriam - 15,333via PPCRV. Partial &amp; unofficialPH VOTE DUTERTE",0
"""@PHPolls: Sino iboboto sa Halalan 2016 for President?"" Binay ??",0
@Politiko_Ph Di pa din tapos ang issueng to. sisihin ang host dahil sa binigay na maling information! VP Binay tayo. #OnlyBinayIsLove,0
MAR ROXAS i-Level Up Pa More!  https://t.co/9Rp2CiNiTv https://t.co/fk8SQTRvkb,0
c. Do nothing to Poe's,0
"mar roxas magpapadraft sa pba....baka sakaling manalo,.....' https://t.co/B3j7SODh3g",0
Binay #ALDUBFixedMarriage,0
@Bahagharey @CJason023 DIGONG over BINAY,0
#OnlyBinayInMakatiSanKaPa,0
"[NATION] Other Mar Roxas withdraws, has request for namesake in LP  https://t.co/GKXswSSQhk | via GMA News",0
2016/5/7 09:32 PHT https://t.co/dRwxiUtCOV,0
"VP Binay says nothing has changed on ""Loveli-Ness"" Alma Moreno amid internet bashing; ""magaling pa rin magpresenta sa masa"" | via @jv_arcena",0
RT @inquirerdotnet: Investors wary of a Binay win–EIU https://t.co/SGViVFfizh,0
#OnlyBinayParehoTayo yan si binay parehas sa lahat. walang kaarte arte sa katawan,0
RT @wawam: question need to be asked - didn't Aquino and Roxas know that Grace Poe is an American when they asked Poe to be Mar's VP? #2016…,0
VP Binay officially launching his presidential campaign at Welfareville... https://t.co/uOwAl1Jufb,0
"@leahnavarro @OrasNaRoxasNa @ANCALERTS @jeffcanoy when one longs for power, you can't do anything about that. Kahit ano gagawin. Yan si Poe.",0
Trillanes is going to jail because of a case filed by Binay. Nauna pa siya,0
@Rizamaeee bakit si mar roxas ang mananalo kameng mga disesnte ang matitira :D,0
"Doctrine of Condonation,puwede pa ring gamitin ni Junjun Binay. #aksyonsaumaga https://t.co/AvoxTxklpE",0
"Tau Gamma kay Roxas, APO kay Binay. Labanan na ng Pokemon! Eh si Duterte? Ayun, jejemon! https://t.co/QA3llqnTXT https://t.co/8FKyAPRj1q",0
Mar Roxas could have easily sent Grace Poe a Viber message instead of going on national TV and putting the lady Senator on the spot.,0
OH AYAN NA NANGANGAMPANYA NA SI MAR ROXAS #OTWOLBackToYou,0
"First hand ive seen the binay convoy. Nung sinabi ni Pnoy na walang wang-wang, binay was all wang-wang everywhere... https://t.co/5rDCpkhES4",0
"The VP race is much more aggressive than the Presidential. De Castro vs Legarda, Binay vs Roxas and now Marcos vs Robredo. #BBM",0
Today is VP Binay's b'day. HAPPY BIRTHDAY VP! (And other stories) https://t.co/ld17kIVEn7,0
"K- papakullng mo ba si duterte pag ikaw na presidentBinay- aah eeh ahh eehh,",0
"I could not, for the life of me, take Mar Roxas seriously",0
"PWEDE NA SI DU30, WAG LANG KASI SI POE HAHAHA! MDS, LABAN PA! #HalalanResults",0
"Post shared: When it comes to VP Binay, Taberna pretends not to see any evidence (even if evidence is... https://t.co/K3Sso7gSUR",0
RT @profmssyj: @TrillanesSonny naisahan ka! Between Binay &amp; Duterte? Dapat ang sagot mo bakit di kasama si Roxas sa pagipilian. Naendorse m…,0
"Tambalang Mar Roxas at Leni Robredo, nanguna sa bilangan sa Lungsod ng Tarlac. again, sa Tarlac City lamang po ang datos na yan. |AbelPablo",0
"As of now, my presidentiables ranks:1: Santiago and Roxas (tied)2. Poe3. Duterte4. BinayMy VP:1. Robredo... https://t.co/yW3vXfU8jX",0
VP Binay on income tax returns: We're the 2nd to the highest,0
Binay urges Ombudsman to junk cases https://t.co/oJkWg5wIX3 https://t.co/U7nh5pE1UO,0
"@teddyboylocsin Cong Ronnie Cosalan of benguet, also LP. So tell me, which viterbo went for Binay? I know all the viterbos. And I've seen",0
"Enough for AQUINO ""Daang Matuwid"" let's pray that Roxas will not be on Top. Dayaan n lang kapag nangyari yun.?? #HalalanResults #Election2016",0
"Personally I don't think Poe has enough credentials for the presidency. And forget Escudero, the man was an avid... https://t.co/ss6KbMv3cr",0
"Ito ang pangako ni Mar Roxas pag mananalo siya.""BAHALA NA KAYO SA SARILI NIYO !""#NoToMar",0
Mas maigi pang sina Duterte Poe At Santiago ang manalo.,0
"MALAYA Headlines [Wednesday - 01.06.15]:-Binay, Roxas trade ‘biggest spender’ raps-Palace, Roxas camp downplay... https://t.co/dIDHfsXiNU",0
"Binay addressing Pasay folk. ""Kahirapan noon, kahirapan parin ngayon"" @manila_bulletin https://t.co/epPgNFxmho",0
THE STANDARD: UPDATE: Sen. Miriam Santiago’s ‘meet &amp; greet’ event at Bahay ng Alumni in UP Diliman begins at 6 pm Monday.,0
"@iamrejielee ahh, hahaha.. Pabago bago kasi isip ni Duterte.. Baka mmaya magback out sya, sayang yun boto na dapat kay Miriam",0
Fck imissyou binay :( @ScevenDCN,0
"VP Binay visits #LandoPH-hit Pampanga, joins boodle fight with flood victims | @jv_arcena https://t.co/PARv5G94Iu",0
Lahat ng advertisement ni binay sa pangangandidato eh puro self pity???,0
"Combining Mar &amp; Poe's numbers, Duterte wouldn't have stood a chance. But both wanted to win more than they wanted Duterte to lose. Soooooooo",0
Supreme Court upholds CA decision on Junjun Binay's case https://t.co/DVzxmVvYvx https://t.co/UqDvfhjwox,0
@momblogger pity candidates resort to nega campaign instead of specific positions on issues. binay is except he has yet to answer charges.,0
One need not be an astute political scientist to predict the absolutely certain loss of Mar Roxas in 2016 Elections.The stars have spoken!,0
SI BINAY KAY? ??,0
"DAILY TRIBUNE Headlines [Sunday - 11.08.15]:-Binay: Slow rehab a ‘mgm’t disaster’-Lumads blame Noy, LP for... https://t.co/xUDxKhrvy3",0
Whoa. Final testing ng mga PCOS Machine sa Lanao del Sur puro Mar Roxas ang lumalabas kahit Duterte naman ang... https://t.co/s51Ah9dHZV,0
"still here, damn so hot ?? malapit ko na maging ka kulay si binay ??",0
Statement of @SayChiz on @DickGordonDG's revelation that LP and UNA allies asked him to file a DQ case against Poe https://t.co/D5QHczZ7kU,0
Get Real: 53 accounts in 4 banks | Wonderful analysis by Prof. Monsod on AMLC's case against Binay https://t.co/kZjkGAK4u9 via @Inq_Opinion,0
"Xenxa n, for my rant, Binay n nman ang mayor nmin, my mouth is shut, mkHT lng  #ALDUBinITALYDay3",0
"@mlq3 Get your facts straight, descendant of Quezon. Tell Mar Roxas to withdraw and give way to Grace Poe.",0
Mar Roxas: Game! ?? https://t.co/fhhXtsyL1c,0
RT @kuyaedu: BINAY FOR PRESIDENT? ME:?? http://t.co/d5A2GJ9Knk,0
"RT @cnnphilippines: SET members: SAJ Carpio, AJs De Castro, Brion, Senators Sotto, Legarda, Cayetano, Aquino, Villar and Binay | @anjocalim…",0
#AskTheTaxWhiz: Why will I vote for Binay? https://t.co/oeAtsPO8rc https://t.co/jJwBblCALJ,0
Binay has conceded to Duterte and now BBM should do the same thing to Leni. https://t.co/aPoQCX2kRR,0
totoo na pala. Nalilito na ko kung si Miriam o si Duterte. yes! makakapag-isip na ko.,0
@pnppro1 @PNPLUPPO  Police presence was provided by pers of this station  during the Visit of VP Binay. https://t.co/mSHLiTQHYd,0
"Reading the ""Binay dines with (some) people of Cabanatuan"" thread. Wake up Filipinos!",0
HAHAHAHAHAHAAHAHA hindi ko kinaya si aura at binay. https://t.co/fyJTOEDBfZ,0
"""Gapangan"" in full swing here in Quezon Province. Liberal Party distributing 2k to vote for Mar Roxas. @COMELEC",0
Ano ba yan binay nagcause ka pa ng traffic dito.,0
"@teddyboylocsin before shooting ur mouth off Ted. Di ka na nakakatawa. They are related to each other. They were never pro-Binay, pwede ba?",0
#Binay: next admin should push for revised individual tax and corporate rates. #PHBizCon @manila_bulletin https://t.co/OgdtDzQE1d,0
That 1 hour break for transmission awhile ago made Mar Roxas reach the 2nd spot. ??????,0
Ala. Hindi to pwede. Hindi pwedeng dikit si Duterte kay Roxas ???? #HalalanResults,0
I wonder what 1 year could've added to PNoy's services to country if Mar Roxas was immediately there? #RoxasRobredo https://t.co/4L7l63cYGK,0
"Trillanes. Roxas. Pnoy. Chillax, oras nalang ang hinihintay. Pwede na kayo mag laro ng HIDE &amp; SEEK.????",0
SC asked to declare as illegal VP Binay’s leadership at Boy Scout of the Philippines https://t.co/g42EPmvoD8,0
Haters Gonna Hate bsta ako VP Binay ako . #OnlyBinayInMakatiSanKaPa,0
      #OnlyBinayNangabakIlocos,0
RT Joseph_Morong: Petitioner Atty. Estrella Elamparo does not object to consolidation of cases vs Grace Poe gmanews,0
Wew sumama pa si Jolo Revilla dun sa kampanya ni Binay sa amin.,0
Escudero to Duterte: ‘Don't use Poe’s case as an excuse to run’ https://t.co/AjbcMCzTMI #news,0
"VP Binay more power paa!! Hindi tayo susuko, db? #OnlyBinayZambales",0
Hey hey hey. I know Binay gets a lot of hate pero dragging him to this issue bc of his skin color is uncalled for. Pinoy nga naman.,0
"President Aquino defended his anti-poverty campaign, but VP Binay’s camp says it’s not enough https://t.co/aqCN0Qv6qj",0
of Hacienda #Binay! https://t.co/7XLOI3CHWD,0
#PiliPinasDebates2016,0
Ang pangulo ko ay si MAR ROXAS. Ishare mo to sa 25 na tao within 30mins. magkakaron ka ng SOBRE. Wag kang tumawa yung kapitbahay ko meron na,0
RT PHINews1: WATCH: The controversies Mar Roxas faced https://t.co/ZsYfpVbD3a | via TVPatrol #Halalan2016 https://t.co/9QLgiE58Cy,0
"WATCH: @maroxas: Walang drama, trabaho lang. https://t.co/eaSgtjnqA4 #RoxasRobredo2016 @tropangmarangal https://t.co/vu0EAJ28hS",0
Binay completes Senate slate https://t.co/keYSaBq0Bb https://t.co/WWkL2OQIjV,0
"“Personally, I’ll be with him until the end,” Isabela Gov. Faustino Dy said as he endorses LP prexy bet Mar Roxas.https://t.co/D26r4FCogx",0
Shet catchy yung jingle ni Binay fck,0
????,0
"""@ABSCBNNews: Binay: Don't pre-judge INC leaders https://t.co/FYTJzjx460 https://t.co/QHcvHpu9mo"" ??????",0
Binay is part of the current administration di ba? Bat ba nya hindi ginawa tong mga pinagsasasabi nya ngayon?,0
Hello Mar Roxas! Live at News5 Everywhere! PPCRV Partial and Unofficial Results as of 11:55PM PH VOTE DUTERTE... https://t.co/sS84ClsXX2,0
"""#RoxasRobredo"" shows up as trending topic in Philippines at rank 7.",0
Alma Moreno has a greater chance of winning now more than ever. Nancy Binay in the previous elections was bashed but ended up victorious.,0
"As of 6:34 PM:----PRESIDENT----1876138 DUTERTE, RODY (PDPLBN)1080183 POE, GRACE (IND)1061032 ROXAS, MAR... https://t.co/4McbSeZJz4",0
@dzbb May tamang panahon na ba kung pwede si Binay maging presidente ng Pilipinas kapag nanalo sa eleksyon? #IkawNaBaBinay,0
Taga Bauan daw si Binay,0
"Elitist democracy: Chiz opposes Pnoy, Roxas plan to form unity vote against Dutertehttps://t.co/X5kPnjX2Ch@SayChiz https://t.co/WS0OmACfJ9",0
Kahit anong maging resulta. Ikaw pa rin presidente ko #POE2016,0
Online outrage over ‘Binay Country’ tarpaulin at SCR https://t.co/6nHgqo6Kez | via Cebu Daily News,0
"AKO SI HAYMEayaw kong maging binay kambal, di tau makikita pag gabi lelsOTWOLFrustration#VoteJamesFPP #KCA https://t.co/Y3ybcHHMgw",0
Sotto says he has no arrangement to campaign w/ Binay even if he's part of UNA slate but will campaign w/ Honasan  | via @maeannelosbanos,0
"@faye2117 nah, i go around asking people, taxi and jeepney drivers, vendors, secu guards, nobody wants Mar. It's either Duterte or Binay",0
Mar Roxas. Tarunga bisaya pls,0
MAR ROXAS and LENI ROBREDO overwhelmingly win in our Loyola Grand Villas (LGV) with 81.8% of registered voters... https://t.co/SogmnvoL4r,0
"#UNTVRepaso2015 Dismissed Makati Mayor Binay, sinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1771]",0
PNoy asking Binay to unite with LP candidate Mar Roxas has got to be the most poetic thing I've heard this week.... https://t.co/eN3ZPkncfK,0
Wag nyong batuhin ng Bimpo si binay mga taga DM!,0
"At Philippine Business Conf and Expo. Presidential bets Roxas, Binay and Santiago will be here today #PHvote https://t.co/5Ehio6OaYp",0
#MMKSpokenWord,0
"RT ABSCBNNews: 'Don't cheapen the presidency,' Duterte tells Poe's camp #Halalan2016 https://t.co/sadxacM6gf https://t.co/yuBEDQL3IK",0
Trillanes: Hindi ako titigil sa pag-uusig laban sa pamilya Binay https://t.co/QcNCRAgYr5 | via Bombo Radyo,0
"Magandang kadebte tong si Binay at Mar,mabubutasan mo kaagad!",0
Mar To Poe,0
@dlibiran first you have to know that alden already said that there was no offer from Mar Roxas. So the article is misleading @leahnavarro,0
Sigurado akong hinding-hindi ko iboboto si Mar Roxas sa 2016.,0
BAILEYSDebutAlbum OnSpotify,0
Binay urges release of P1B https://t.co/co9X9FLCEC | via Tempo,0
Si Binay knows how to pull at your heartstrings. Cake and stuff. Pero you can’t help but think it’s about him a lot of times.,0
Why Mayor Duterte was dismayed about Poe's citizenship ruling? Because he knows the law. #Duterte2016,0
Binay denies hand in housing backlog 2 years after #Yolanda https://t.co/VIzKvHM3ZJ | @AHeginaINQ #VotePH2016 https://t.co/NLxSF1waSf,0
Halata namang pinupuntirya nyo ang Kathniel dahil si Mar Roxas ang ineendorso nila.,0
"Let's trend #iSaluteMarRoxas let's unite for Mar Roxas , Leni Robredo and Pres. Noynoy Aquino and for our Democracy!",0
Grabe kayo kay Binay. #VoteMaineFPP #KCA,0
#OnlyBinayUNAsaSamar,0
"""stop eating sweets binay! yan tuloy may tonsillitis ka na"" :(",0
[NEWS] Binay seeks end to vindictiveness  https://t.co/c8jHtE7jAQ | via Manila Standard,0
@AlisteContreras i mean binay pala sorry!!! Hahaha,0
tol wag mo kakalimutan iboto si mar roxas bukas! @RonelitoCarlito,0
"Round 1 goes to Mar Roxas, says Liberal Party https://t.co/fEUqXelLar https://t.co/2t0hQR9NCd",0
The Ombudsman clearly exceeded its authority and acted in bad faith when it recommended charges against VP Binay - Atty. Quicho,0
???,0
"@JVillanueva2016 Lilinawin ko po, Wala na pong matutuluyan si Jiro kaya si Willie at Binay po ang mananagot nito. https://t.co/sX7XEHHH4y",0
2015/10/9 17:32 PHT,0
Binay takes campaign to Laguna with dismissed guv ER Ejercito https://t.co/AISgBJBakY I @MJcayabyabINQ https://t.co/M4f3CxoQbQ,0
Grabe lamang ni duterte kay poe :((((((( ano mangyayari sa duterte-bongbong????,0
Kingama ka binay ?? sineen mo lang message ng liquid mong fan hahahaha @ScevenDCN,0
Miting de avance ni Mar Roxas https://t.co/ql48OmWqDf,0
"Yung eksenang para kong si Binay pagdating sayo.Lahat naman ginawa ko pero sa huli, pang-apat lang ako. Hindi man lang second choice mo.",0
"VP Binay to officially launch Presidential bid in a poor community in Mandaluyong City, wants to kick off campaign ""with the masses""",0
#Duterte https://t.co/lbhXh0PYXv @jujutweeeets,0
@ANCALERTS  tell that also to Binay and company,0
"Marcos supporters, these should tell you a lot. No to Binay, No to Poe, No to Marcos. #NoToTrapo  https://t.co/lgxVkWqRUN",0
"Spotted earlier w/ VP Binay: Karla Estrada, mom of actor Daniel Padilla. Her son appeared in ads of Roxas. #PHvote https://t.co/hn05pF639m",0
Sana po si Grace Poe or Mar Roxas na lang wag lang siya. #PHVote,0
"Haters gonna hate but for me, this is a sign. ?? This photo was taken earlier this afternoon..  RoxasRobredo still https://t.co/rh2u0StTkd",0
Binay admits being hurt by Poe’s attacks during Cebu presidential debate https://t.co/40vvylhWL7 | @MJcayabyabINQ https://t.co/aDS61mdn8b,0
My favorite selfie...with PRESIDENT MAR ROXAS!!! ???? #RoxasNa… https://t.co/IPlP1h66kE,0
"Post from the future.. ""Nagpakamatay si Mar Roxas sa pamamagitan ng paglunok ng tsinelas dahil natalo sa halalan 2016.""",0
[NATION] SC urged to remove Binay as Boy Scouts president https://t.co/ppQEbSkcdA | via ABS-CBN News,0
"RT @cocoy: What really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/NR9o8C844F #propinoy",0
"PPCRV Presidential candidate results: (PARTIAL) as of 7:06 p.m.1 - DUTERTE- 7,034,6642 - POE- 4,012,4173 -... https://t.co/dwAutbyxqC",0
Fight For KAMZO,0
Corruption out! #RoxasRobredo in! https://t.co/S0PLj6lXpN,0
CA junks Junjun Binay's petition vs 2nd suspension order https://t.co/M4TxlpAyM7 https://t.co/shqKIOznKH,0
Hoping that Grace Poe would concede ang gave way to Mar Roxas #SwitchtoMar,0
Ang pangulo ko ay si MAR ROXAS. Ishare mo to sa 25 na tao within 30mins. at magkakaron ka ng SOBRE. Wag kang... https://t.co/fBF0GNwADo,0
RT @mark_salamat: Daniel Padilla interviews Mar Roxas. ?? Ang mga tanong ng kabataan para sa bayan.  https://t.co/mWJhyz9DFC,0
@ccoliyatb binay nag messange sa akin yung   ...,0
SAVE THE PHILIPPINES: NO TO BINAY! https://t.co/MehpOjZPiB,0
Kahit sinong presidente pwede na sakin. Wag lang si Mar Roxas!,0
"Puro ""libre"" na lang ang sinabi ni Binay",0
#OnlyBinayPriority4Ps,0
Other DU30… https://t.co/HtM0VHaniw,0
"All for show: Binay sees poor as 'salaula,' ex-friend claims - Politiko https://t.co/bgBDTguDs7",0
VP Binay: ...so that overseas employment becomes a matter of choice and not necessity. | via @jv_arcena,0
"@mmarvindino @Jimparedes we can talk all day if ur for BINAY OR BONG, wala eh. Wag na tayo maglokohan, if bias sa isang panig.",0
Hala ni maam ka tsura ko kuno si Nancy binay ????,0
#YouthForMiriam,0
Magiging miserable ang bansa kung si Bise Presidente Jejomar Binay... https://t.co/klLr0iV3hB,0
#Du30,0
Again.  Mar Roxas.  Jojo Binay.  . #TheBigDifference https://t.co/YDTLPQfMni,0
Anu kaya ginagawa ngayon ni Roxas at Binay?,0
No need for Binay to prepare for Cebu debate–UNA https://t.co/fEUqXelLar https://t.co/l6eQpDuWGB,0
Grabe ung tiwala ko kay VP Binay dahil sa pnapakita nyang tatag sa anumang paninira sknya #OnlyBinayInMakatiSanKaPa,0
@saintalba papansin kau si binay,0
VP Binay,0
#PHvote,0
Binay camp cries foul over ‘negative’ TV ads https://t.co/j1RfzAxIQb,0
Uso mag move on @MARoxas #RoxasQuitNow #POE2016 https://t.co/UjyefyK2cy,0
aanhin natin ang mabagal na presidente kung andiyan naman si VP Binay #OnlyBinayNangabakIlocos,0
UNA confirms Binay’s senatorial slate https://t.co/wCdtxCjL9j | via INQUIRER,0
RT @PhilippineStar: LP presidential candidate Mar Roxas defends admin programs | https://t.co/sOt6QSacr7,0
"@ABSCBNNews Tomorrow's debate will be Binay's political graveyard. Duterte, Poe &amp; Mar would be delighted to witness his final resting place.",0
Traffic dahil kay binay. Di mainam ??,0
"Binay visited the wake of former former mayor Louis Thomas Gonzaga of Danao town, Bohol at Rolling Hills Funeral Homes in Mandaue City, Cebu",0
#UNTVRepaso2015 CA dismisses Junjun Binay’s petition against Ombudsman suspension order [2-11-2015] [NY-A1650],0
VP Binay praises Puno work in UNA: He’s really good https://t.co/sMWOlrtwWH | via INQUIRER,0
VP Jejomar Binay at mga kasama sa UNA nanguna sa pag-alala sa Bagyong Yolanda sa Tacloban kahapon. #aksyonsaumaga https://t.co/LhJwn8ZYKT,0
Mar Roxas ?? puro bot2 ???? Du30 ta kay tinud.anay ??,0
Shoutout to Binay &amp; Duterte for making it possible for me to run for office even after I sometimes steal ketchup packets from restaurants.,0
"Tbh, I felt pity for VP Binay.",0
"@inquirerdotnet: Daniel Padilla poses questions to Mar Roxas https://t.co/E5DxX8umAL @lenwelheide, di nako idol si Daniel, pero thank you.",0
"Duterte : I dont care if I lose the presidency.Mar Roxas : Grace, USAP TAYO.See the difference? #LunetaDuterteCayetano Sayang Poe ?",0
#Duterte2016 Only Binay #YFSFRocks BATB,0
what was it.. valentine greetings?,0
"Di ko kinaya yung tono ng ""Yes of course ni Binay!"" Hahaha #PiliPinasDebates2016",0
"VP Binay's UNA party kicks off their #PHVote campaign in Welfareville, Mandaluyong. Follow @maracepeda for updates! https://t.co/r15uLWBYwz",0
"Duterte: ""Binay, he talk about criminality, he can talk about drugs, but certainly, he can't talk about corruption""- PCCP, Sofitel",0
"@PresidentePh Ge! Siraan nyo, di papa apekto si VP Binay. #OnlyBinayMagAangatSaTacloban",0
LOOK: Abi Binay wears 'nognog' statement shirt https://t.co/sUzA39FUTh https://t.co/4efvioDeV0,0
@MmayaaMaya @6juswa9 KWENTO NYO KAY BINAY HAHAHAHAHHAHA,0
"Just as how Binay can't prove he's not guilty, Poe can't prove she's a natural born Filipino #Duterte2016",0
Pero second place lang ha?,0
@Danyeeellaaa,0
"LP bet Mar Roxas at the airport, on the way to voting precinct in Roxas City in Capiz | @PaoloSRomero https://t.co/gPiZQfvgG6",0
Ang mga kababayan natin sa Chicago ay para sa pagpapatuloy ng Daang Matuwid kasama sina Mar Roxas at Leni Robredo. https://t.co/rFWxLEHNPk,0
"RT @bimby_kalerQUI: Oh trust me, the reason Mar Roxas is trending is NEGATIVE. And him getting Daniel Padilla as endorser is NOT helping ht…",0
"Sen. Binay delivering keynote address of father, VP Binay, who is currently in Central Luzon @manila_bulletin https://t.co/wgC4xZzzdf",0
"Veto ni PNoy vs SSS pension hike, zero vote umano ang katumbas para kay Mar Roxas | via @JohnsonDZMM #Halalan2016",0
RT @v_vangogh: Even Binay can say this... https://t.co/jDgfObLO1y,0
Don't vote for Mar Roxas. Vote for Miriam Defensor Santiago,0
Sayang Tig 1 billion na gastos nila VP Binay at Sec. Roxas Hahaha,0
"SIge, ayaw nyo kay Mar? Sayang naman kung abstain. Mas lalong sayang at huhusgahan ko kayo kung si Binay o si Grace o si Digong ang bet niyo",0
2015/11/11 09:56 PHT #trndnl https://t.co/dRwxiUtCOV,0
Poe stresses education. #PiliPinasDebates2016 #juanvote,0
ATE NI PNOY: DI NAMIN SUSUPORTAHAN ANG KANDIDATURA NI VP BINAY @MartinAndanar @News5AKSYON https://t.co/7UnjoNYKYf,0
"RT @Joyceilas: VP Binay asks residents in Guimba, Nueva Ecija what help they need after the onslaught of Lando @cnnphilippines https://t.co…",0
Mar Roxas is still a threat.,0
@sanjuanbee1 @yzaley05 @dawin @kezsha2026 sino pa dapat iboto natin? Pls lang wag si Binay ha? Chos! #ALDUBTagapagmana,0
"@marketplace21 @nems5669 @funlifeph like Binay, ayaw eh. ??????",0
Liberal Party Denies Having Hands in Paid Ads Against VP Binay: The Liberal Party denied allegations by the Un... https://t.co/NWtwx2paB8,0
.@SayChiz on accusations Poe-Escudero camp is behind negative campaign vs... https://t.co/q2KtkqirnU,0
